SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Dataset,ID
O=C(O)C1=CNC(CC2=CC=C(CO)C=C2C(=O)O)=C1,6/000000025,"InChI=1S/C14H13NO5/c16-7-8-1-2-9(12(3-8)14(19)20)4-11-5-10(6-15-11)13(17)18/h1-3,5-6,15-16H,4,7H2,(H,17,18)(H,19,20)",C14H13NO5,275.0,0.92,4.38,2.16,2.35,-60.0,2.5260920191676615,1,DRUGLIKE_CONCAT,Druglike_365
O=C(O)CC1=C(C(=O)CC2=CC=CN2)ON=C1O,3/000000173,"InChI=1S/C11H10N2O5/c14-8(4-6-2-1-3-12-6)10-7(5-9(15)16)11(17)13-18-10/h1-3,12H,4-5H2,(H,13,17)(H,15,16)",C11H10N2O5,250.0,0.2,4.38,1.27,2.35,-60.0,3.2355341952226837,1,DRUGLIKE_CONCAT,Druglike_366
NCC#CC(=O)C1=CCC=C(C(=O)O)O1,23/000000271,"InChI=1S/C10H9NO4/c11-6-2-3-7(12)8-4-1-5-9(15-8)10(13)14/h4-5H,1,6,11H2,(H,13,14)",C10H9NO4,207.0,0.22,4.38,4.77,3.85,0.0,3.8847650137382512,1,DRUGLIKE_CONCAT,Druglike_367
NCC1=C[C@@H](/C=C/C2=CN=CC(Br)=C2)NC(CO)=C1,13/000000048,"InChI=1S/C14H16BrN3O/c15-12-3-10(7-17-8-12)1-2-13-4-11(6-16)5-14(9-19)18-13/h1-5,7-8,13,18-19H,6,9,16H2/p+1/b2-1+/t13-/m1/s1",C14H17N3OBr,323.0,0.56,4.38,5.92,2.35,-150.0,4.6724161170079785,1,DRUGLIKE_CONCAT,Druglike_368
C[C@@H](CN)NCC1=NN=C(C#CC2=NN=C(CO)N2)N1,18/000000012,"InChI=1S/C11H16N8O/c1-7(4-12)13-5-10-14-8(16-18-10)2-3-9-15-11(6-20)19-17-9/h7,13,20H,4-6,12H2,1H3,(H,14,16,18)(H,15,17,19)/t7-/m0/s1",C11H16N8O,276.0,1.11,4.38,0.98,25.0,-190.0,4.5094431578087715,1,DRUGLIKE_CONCAT,Druglike_369
OC/C=C/C[C@H](CO)C1=CC=CC(CO)=C1,17/000000015,"InChI=1S/C13H18O3/c14-7-2-1-5-13(10-16)12-6-3-4-11(8-12)9-15/h1-4,6,8,13-16H,5,7,9-10H2/b2-1+/t13-/m1/s1",C13H18O3,222.0,0.48,4.38,3.7,3.85,-150.0,3.090580777036921,1,DRUGLIKE_CONCAT,Druglike_370
OCC1=C(CCC2=CC=C3CNNCC3=C2Cl)N(CCl)N=C1,15/000000037,"InChI=1S/C15H18Cl2N4O/c16-9-21-14(12(8-22)6-20-21)4-3-10-1-2-11-5-18-19-7-13(11)15(10)17/h1-2,6,18-19,22H,3-5,7-9H2",C15H18N4OCl2,340.0,2.63,4.38,7.34,3.84,-80.0,3.5161013791647786,1,DRUGLIKE_CONCAT,Druglike_371
O=C(CF)CC1=C[C@@H](/C=C/C2=CN=CC(Br)=C2)NC(CO)=C1,13/000000109,"InChI=1S/C16H16BrFN2O2/c17-13-3-11(8-19-9-13)1-2-14-4-12(6-16(22)7-18)5-15(10-21)20-14/h1-5,8-9,14,20-21H,6-7,10H2/b2-1+/t14-/m1/s1",C16H16N2O2FBr,367.0,1.23,4.38,4.53,3.72,-150.0,4.3603385869150495,1,DRUGLIKE_CONCAT,Druglike_372
NCC1=CC(O)=CC=C1C1=CC=C(C(=O)C2=NC(=O)ON2)N1,23/000000229,"InChI=1S/C14H12N4O4/c15-6-7-5-8(19)1-2-9(7)10-3-4-11(16-10)12(20)13-17-14(21)22-18-13/h1-5,16,19H,6,15H2,(H,17,18,21)/p+1",C14H13N4O4,301.0,0.49,4.38,5.47,3.58,-120.0,3.6546211239361366,1,DRUGLIKE_CONCAT,Druglike_373
CC#CCCC1=CC=C(C2=CC=C(C(=O)C3=NC(=O)ON3)N2)C=C1,23/000000488,"InChI=1S/C18H15N3O3/c1-2-3-4-5-12-6-8-13(9-7-12)14-10-11-15(19-14)16(22)17-20-18(23)24-21-17/h6-11,19H,4-5H2,1H3,(H,20,21,23)",C18H15N3O3,321.0,2.64,4.37,7.76,5.09,-140.0,3.1022174193746324,1,DRUGLIKE_CONCAT,Druglike_374
COC(=O)C/C=C/CCC1=CC(O)=CC(C2=NNN=C2)=C1,28/000000250,"InChI=1S/C15H17N3O3/c1-21-15(20)6-4-2-3-5-11-7-12(9-13(19)8-11)14-10-16-18-17-14/h2,4,7-10,19H,3,5-6H2,1H3,(H,16,17,18)/b4-2+",C15H17N3O3,287.0,3.27,4.37,2.92,21.2,-140.0,2.8925605435090915,1,DRUGLIKE_CONCAT,Druglike_375
CNCC1=NC=C(CCC2=CC(O)=CC(C3=NNN=C3)=C2)C=N1,28/000000470,"InChI=1S/C16H18N6O/c1-17-10-16-18-7-12(8-19-16)3-2-11-4-13(6-14(23)5-11)15-9-20-22-21-15/h4-9,17,23H,2-3,10H2,1H3,(H,20,21,22)/p+1",C16H19N6O,311.0,1.84,4.37,3.96,20.4,-140.0,3.4793158923768184,1,DRUGLIKE_CONCAT,Druglike_376
O=C(O)CC1=NOC(C(=O)C2=CC=C(/C=C/[C@H](O)CO)N2)=C1,23/000000267,"InChI=1S/C14H14N2O6/c17-7-10(18)3-1-8-2-4-11(15-8)14(21)12-5-9(16-22-12)6-13(19)20/h1-5,10,15,17-18H,6-7H2,(H,19,20)/b3-1+/t10-/m0/s1",C14H14N2O6,306.0,-0.34,4.37,4.79,5.09,-170.0,3.702176491157818,1,DRUGLIKE_CONCAT,Druglike_377
C/C=C/C[C@H](CO)C1=CC=C(C(=O)C2=NC(=O)ON2)N1,23/000000073,"InChI=1S/C13H15N3O4/c1-2-3-4-8(7-17)9-5-6-10(14-9)11(18)12-15-13(19)20-16-12/h2-3,5-6,8,14,17H,4,7H2,1H3,(H,15,16,19)/b3-2+/t8-/m1/s1",C13H15N3O4,277.0,0.13,4.37,5.45,5.24,-170.0,4.1111045805965105,1,DRUGLIKE_CONCAT,Druglike_378
CCC(=O)OC/C=C/C1=CC=C(C(=O)C2=NC(=O)NC(=O)N2)N1,23/000000523,"InChI=1S/C14H14N4O5/c1-2-10(19)23-7-3-4-8-5-6-9(15-8)11(20)12-16-13(21)18-14(22)17-12/h3-6,15H,2,7H2,1H3,(H2,16,17,18,21,22)/b4-3+",C14H14N4O5,318.0,-0.4,4.37,5.61,6.77,-20.0,3.2975897729738346,1,DRUGLIKE_CONCAT,Druglike_379
NC1=CC(O)=CC=C1C1=CC=C(C(=O)C2=NC(=O)ON2)N1,23/000000397,"InChI=1S/C13H10N4O4/c14-8-5-6(18)1-2-7(8)9-3-4-10(15-9)11(19)12-16-13(20)21-17-12/h1-5,15,18H,14H2,(H,16,17,20)",C13H10N4O4,286.0,0.55,4.37,5.73,3.58,-120.0,3.159059265803746,1,DRUGLIKE_CONCAT,Druglike_380
OC1=CC2=C(C=C1C#CCCCN[C@H](Cl)CBr)NCO2,21/000000221,"InChI=1S/C14H16BrClN2O2/c15-8-14(16)17-5-3-1-2-4-10-6-11-13(7-12(10)19)20-9-18-11/h6-7,14,17-19H,1,3,5,8-9H2/p+1/t14-/m0/s1",C14H17N2O2ClBr,360.0,3.34,4.37,1.89,19.0,-190.0,4.732028582909987,1,DRUGLIKE_CONCAT,Druglike_381
NCC1=CC=C(CCC2=CC3=C(C=N2)C(=O)NC=N3)C(Br)=C1,12/000000023,"InChI=1S/C16H15BrN4O/c17-14-5-10(7-18)1-2-11(14)3-4-12-6-15-13(8-19-12)16(22)21-9-20-15/h1-2,5-6,8-9H,3-4,7,18H2,(H,20,21,22)/p+1",C16H16N4OBr,360.0,1.38,4.37,4.84,18.0,-80.0,3.20114093960434,1,DRUGLIKE_CONCAT,Druglike_382
O=C(NCCCC#CC1=C(O)C=C2OCNC2=C1)[C@H](CF)CCl,21/000000224,"InChI=1S/C16H18ClFN2O3/c17-8-12(9-18)16(22)19-5-3-1-2-4-11-6-13-15(7-14(11)21)23-10-20-13/h6-7,12,20-21H,1,3,5,8-10H2,(H,19,22)/t12-/m0/s1",C16H18N2O3FCl,340.0,2.77,4.37,1.17,23.4,-190.0,3.929043080579582,1,DRUGLIKE_CONCAT,Druglike_383
NC(=O)C1=NC=C(C(=O)C#CC2=CN=C(C[C@H](F)CBr)N2)O1,30/000000019,"InChI=1S/C13H10BrFN4O3/c14-4-7(15)3-11-17-5-8(19-11)1-2-9(20)10-6-18-13(22-10)12(16)21/h5-7H,3-4H2,(H2,16,21)(H,17,19)/t7-/m0/s1",C13H10N4O3FBr,369.0,0.6,4.37,0.61,5.09,-170.0,4.363641308307881,1,DRUGLIKE_CONCAT,Druglike_384
CCC1=C(C2=NNC(O)=C2)CC=C(C(=O)N/C=C\CN)O1,23/000000269,"InChI=1S/C14H18N4O3/c1-2-11-9(10-8-13(19)18-17-10)4-5-12(21-11)14(20)16-7-3-6-15/h3,5,7-8H,2,4,6,15H2,1H3,(H,16,20)(H2,17,18,19)/b7-3-",C14H18N4O3,290.0,1.06,4.37,3.71,24.6,-140.0,4.185854832948467,1,DRUGLIKE_CONCAT,Druglike_385
O=C(CO)CCC#CC1=CC2=C(C=C1)CC(C(=O)O)=C2,26/000000089,"InChI=1S/C16H14O4/c17-10-15(18)4-2-1-3-11-5-6-12-8-14(16(19)20)9-13(12)7-11/h5-7,9,17H,2,4,8,10H2,(H,19,20)",C16H14O4,270.0,1.04,4.37,5.87,19.4,-40.0,2.9986160701167126,1,DRUGLIKE_CONCAT,Druglike_386
CC#CC1=CC=C(NC(=O)[C@@H](O)CN)C=C1Cl,21/000000191,"InChI=1S/C12H13ClN2O2/c1-2-3-8-4-5-9(6-10(8)13)15-12(17)11(16)7-14/h4-6,11,16H,7,14H2,1H3,(H,15,17)/t11-/m0/s1",C12H13N2O2Cl,252.0,1.07,4.37,8.19,2.35,-170.0,3.0315950708201163,1,DRUGLIKE_CONCAT,Druglike_387
CCC1=C(C(=O)O)OC(C(=O)C#CCN)=CC1,23/000000289,"InChI=1S/C12H13NO4/c1-2-8-5-6-10(9(14)4-3-7-13)17-11(8)12(15)16/h6H,2,5,7,13H2,1H3,(H,15,16)",C12H13NO4,235.0,0.33,4.37,3.95,3.85,-20.0,3.852555210603098,1,DRUGLIKE_CONCAT,Druglike_388
CNC/C(=C/CCC1=CC(O)=CC(C2=NNN=C2)=C1)C(=O)O,28/000000397,"InChI=1S/C15H18N4O3/c1-16-8-11(15(21)22)4-2-3-10-5-12(7-13(20)6-10)14-9-17-19-18-14/h4-7,9,16,20H,2-3,8H2,1H3,(H,21,22)(H,17,18,19)/b11-4-",C15H18N4O3,302.0,2.24,4.37,2.87,22.6,-140.0,3.1182791884522647,1,DRUGLIKE_CONCAT,Druglike_389
CCCC(=O)NC1=CC(C2=NNN=C2)=CC(O)=C1,28/000000228,"InChI=1S/C12H14N4O2/c1-2-3-12(18)14-9-4-8(5-10(17)6-9)11-7-13-16-15-11/h4-7,17H,2-3H2,1H3,(H,14,18)(H,13,15,16)",C12H14N4O2,246.0,2.47,4.37,0.62,18.6,-140.0,2.452789181648024,1,DRUGLIKE_CONCAT,Druglike_390
O=C(CC1=NOC=C1CCl)OCC#C[C@@H](CO)C1=NNC(=O)N1,21/000000094,"InChI=1S/C13H13ClN4O5/c14-5-9-7-23-18-10(9)4-11(20)22-3-1-2-8(6-19)12-15-13(21)17-16-12/h7-8,19H,3-6H2,(H2,15,16,17,21)/t8-/m0/s1",C13H13N4O5Cl,340.0,-0.12,4.37,6.64,6.2,-150.0,4.308766394189051,1,DRUGLIKE_CONCAT,Druglike_391
NCCC1=C(Br)C=C(/C=C/[C@H]2NC(=O)C=C2CN)C=N1,13/000000127,"InChI=1S/C14H17BrN4O/c15-11-5-9(8-18-13(11)3-4-16)1-2-12-10(7-17)6-14(20)19-12/h1-2,5-6,8,12H,3-4,7,16-17H2,(H,19,20)/p+2/b2-1+/t12-/m1/s1",C14H19N4OBr,339.0,-0.38,4.37,6.61,3.85,-150.0,5.027497437739368,1,DRUGLIKE_CONCAT,Druglike_392
CCOC1=CC=C(C2=CC(O)=CC=C2)C=C1NC(N)=O,17/000000008,"InChI=1S/C15H16N2O3/c1-2-20-14-7-6-11(9-13(14)17-15(16)19)10-4-3-5-12(18)8-10/h3-9,18H,2H2,1H3,(H3,16,17,19)",C15H16N2O3,272.0,2.27,4.36,7.78,14.4,-180.0,1.8910918942925363,1,DRUGLIKE_CONCAT,Druglike_393
O=C(O)C1=CC=C(C2=NNN=C2)C=C1O,28/000000116,"InChI=1S/C9H7N3O3/c13-8-3-5(7-4-10-12-11-7)1-2-6(8)9(14)15/h1-4,13H,(H,14,15)(H,10,11,12)",C9H7N3O3,205.0,2.22,4.36,3.34,16.6,-120.0,2.3820111407819393,1,DRUGLIKE_CONCAT,Druglike_394
CCCOC(=O)/C=C/CC1=NC(O)=NC=C1C(=O)O,29/000000142,"InChI=1S/C12H14N2O5/c1-2-6-19-10(15)5-3-4-9-8(11(16)17)7-13-12(18)14-9/h3,5,7H,2,4,6H2,1H3,(H,16,17)(H,13,14,18)/b5-3+",C12H14N2O5,266.0,0.89,4.36,5.94,3.85,-20.0,3.0067465766606123,1,DRUGLIKE_CONCAT,Druglike_395
O=C(CF)NCC[C@H](I)C#CC1=CC2=C(C=C1O)OCN2,21/000000255,"InChI=1S/C14H14FIN2O3/c15-7-14(20)17-4-3-10(16)2-1-9-5-11-13(6-12(9)19)21-8-18-11/h5-6,10,18-19H,3-4,7-8H2,(H,17,20)/t10-/m1/s1",C14H14N2O3FI,404.0,2.59,4.36,1.35,22.2,-190.0,4.181054905171606,1,DRUGLIKE_CONCAT,Druglike_396
CC(=O)C1=C[C@@H](CN)NC(/C=C/CNCC2=C(Br)C=NN2)=N1,18/000000052,"InChI=1S/C14H19BrN6O/c1-9(22)12-5-10(6-16)19-14(20-12)3-2-4-17-8-13-11(15)7-18-21-13/h2-3,5,7,10,17H,4,6,8,16H2,1H3,(H,18,21)(H,19,20)/b3-2+/t10-/m0/s1",C14H19N6OBr,367.0,0.57,4.36,5.73,6.45,-170.0,4.485920969049044,1,DRUGLIKE_CONCAT,Druglike_397
NC/C=C(\C1=CCN=CN1)C1=NN=C(CCCCO)O1,14/000000011,"InChI=1S/C13H19N5O2/c14-6-4-10(11-5-7-15-9-16-11)13-18-17-12(20-13)3-1-2-8-19/h4-5,9,19H,1-3,6-8,14H2,(H,15,16)/b10-4+",C13H19N5O2,277.0,0.8,4.36,4.41,23.5,0.0,3.84187096780523,1,DRUGLIKE_CONCAT,Druglike_398
O=C(O)CC1=C(C(=O)CC2=NNN=N2)ON=C1O,3/000000018,"InChI=1S/C8H7N5O5/c14-4(2-5-9-12-13-10-5)7-3(1-6(15)16)8(17)11-18-7/h1-2H2,(H,11,17)(H,15,16)(H,9,10,12,13)",C8H7N5O5,253.0,-0.16,4.36,1.44,2.35,-60.0,3.3162572721457613,1,DRUGLIKE_CONCAT,Druglike_399
O=C(CO)C1=NC(CNC2CCCCC2)=CN=C1Cl,19/000000002,"InChI=1S/C13H18ClN3O2/c14-13-12(11(19)8-18)17-10(7-16-13)6-15-9-4-2-1-3-5-9/h7,9,15,18H,1-6,8H2",C13H18N3O2Cl,283.0,0.34,4.36,4.03,3.58,-150.0,2.6731027896783637,1,DRUGLIKE_CONCAT,Druglike_400
O=C(C1=CC=C(C2=CC=C(O)C=C2CO)N1)C1=NC(=O)ON1,23/000000230,"InChI=1S/C14H11N3O5/c18-6-7-5-8(19)1-2-9(7)10-3-4-11(15-10)12(20)13-16-14(21)22-17-13/h1-5,15,18-19H,6H2,(H,16,17,21)",C14H11N3O5,301.0,0.55,4.36,5.63,3.58,-120.0,3.153519883241348,1,DRUGLIKE_CONCAT,Druglike_401
OC[C@H](/C=C/C1=NN=CN1)C1=NC=C(I)C(Br)=C1,7/000000074,"InChI=1S/C11H10BrIN4O/c12-8-3-10(14-4-9(8)13)7(5-18)1-2-11-15-6-16-17-11/h1-4,6-7,18H,5H2,(H,15,16,17)/b2-1+/t7-/m0/s1",C11H10N4OBrI,421.0,3.2,4.36,3.5,3.85,-150.0,4.5013501711194195,1,DRUGLIKE_CONCAT,Druglike_402
CCC1=C(C2=CN=C(C(=O)CO)O2)C(O)=NO1,20/000000002,"InChI=1S/C10H10N2O5/c1-2-6-8(9(15)12-17-6)7-3-11-10(16-7)5(14)4-13/h3,13H,2,4H2,1H3,(H,12,15)",C10H10N2O5,238.0,-0.33,4.36,1.33,2.22,-140.0,3.3705464509076597,1,DRUGLIKE_CONCAT,Druglike_403
N[C@@H](COCC(=O)CO)C1=NC(I)=C(C#CC(=O)O)C=C1,26/000000122,"InChI=1S/C13H13IN2O5/c14-13-8(2-4-12(19)20)1-3-11(16-13)10(15)7-21-6-9(18)5-17/h1,3,10,17H,5-7,15H2,(H,19,20)/t10-/m0/s1",C13H13N2O5I,404.0,-0.06,4.36,5.07,21.7,-180.0,3.9374940597725807,1,DRUGLIKE_CONCAT,Druglike_404
NCC/C=C/[C@@H](CO)C1=NC=C(I)C(Br)=C1,7/000000067,"InChI=1S/C11H14BrIN2O/c12-9-5-11(15-6-10(9)13)8(7-16)3-1-2-4-14/h1,3,5-6,8,16H,2,4,7,14H2/b3-1+/t8-/m0/s1",C11H14N2OBrI,397.0,1.83,4.36,2.67,3.85,-150.0,4.068055042771187,1,DRUGLIKE_CONCAT,Druglike_405
COCNCC(=O)/C=C/C(=O)C1=NN=C(C2=CNNC2=O)N1,23/000000569,"InChI=1S/C12H14N6O4/c1-22-6-13-4-7(19)2-3-9(20)11-15-10(16-17-11)8-5-14-18-12(8)21/h2-3,5,13H,4,6H2,1H3,(H2,14,18,21)(H,15,16,17)/b3-2+",C12H14N6O4,306.0,-0.14,4.36,3.48,3.58,-160.0,3.9358990395688913,1,DRUGLIKE_CONCAT,Druglike_406
OCC#CC1=C(I)N=C([C@@H](O)CCC2=NNN=C2)C=C1,26/000000079,"InChI=1S/C13H13IN4O2/c14-13-9(2-1-7-19)3-5-11(16-13)12(20)6-4-10-8-15-18-17-10/h3,5,8,12,19-20H,4,6-7H2,(H,15,17,18)/t12-/m0/s1",C13H13N4O2I,384.0,2.44,4.36,4.66,5.09,-150.0,3.9109006476873143,1,DRUGLIKE_CONCAT,Druglike_407
O=C(/C=C/CCO)C1=NN=C(COC2=CC=NC(Cl)=C2CCO)N1,23/000000017,"InChI=1S/C15H17ClN4O4/c16-14-10(5-8-22)12(4-6-17-14)24-9-13-18-15(20-19-13)11(23)3-1-2-7-21/h1,3-4,6,21-22H,2,5,7-9H2,(H,18,19,20)/b3-1+",C15H17N4O4Cl,352.0,1.07,4.36,4.69,4.94,0.0,3.32584162751943,1,DRUGLIKE_CONCAT,Druglike_408
OCC1=C2OCNC2=CC=C1O,21/000000124,"InChI=1S/C8H9NO3/c10-3-5-7(11)2-1-6-8(5)12-4-9-6/h1-2,9-11H,3-4H2",C8H9NO3,167.0,0.29,4.35,1.41,1.11,-40.0,3.2259071722675667,1,DRUGLIKE_CONCAT,Druglike_409
CCCOCCN1C=C(CC/N=C2/CCCN2)C(CC(=O)O)=N1,14/000000015,"InChI=1S/C16H26N4O3/c1-2-9-23-10-8-20-12-13(14(19-20)11-16(21)22)5-7-18-15-4-3-6-17-15/h12H,2-11H2,1H3,(H,17,18)(H,21,22)",C16H25N4O3,321.0,0.05,4.35,2.35,23.5,-80.0,3.4196194932535544,1,DRUGLIKE_CONCAT,Druglike_410
O=C(O)C1=CN=C(O)N=C1CCCC1=CCCC1,29/000000087,"InChI=1S/C13H16N2O3/c16-12(17)10-8-14-13(18)15-11(10)7-3-6-9-4-1-2-5-9/h4,8H,1-3,5-7H2,(H,16,17)(H,14,15,18)",C13H16N2O3,248.0,0.91,4.35,6.17,3.85,0.0,2.9981077336842237,1,DRUGLIKE_CONCAT,Druglike_411
COC1=CC=C(O)C(/C=C/[C@@H]2CNC(=O)N2)=C1,22/000000021,"InChI=1S/C12H14N2O3/c1-17-10-4-5-11(15)8(6-10)2-3-9-7-13-12(16)14-9/h2-6,9,15H,7H2,1H3,(H2,13,14,16)/b3-2+/t9-/m1/s1",C12H14N2O3,234.0,1.06,4.35,4.29,2.22,-170.0,3.39292926814453,1,DRUGLIKE_CONCAT,Druglike_412
CCC1=NC=C(/C=C/C2=CC(N3C=NN=N3)=CC(O)=C2)C=C1N,28/000000040,"InChI=1S/C16H16N6O/c1-2-16-15(17)7-12(9-18-16)4-3-11-5-13(8-14(23)6-11)22-10-19-20-21-22/h3-10,23H,2,17H2,1H3/b4-3+",C16H16N6O,308.0,0.89,4.35,4.18,21.3,-140.0,2.955949563183623,1,DRUGLIKE_CONCAT,Druglike_413
C=C(CCCCC1=CC(O)=CC(C2=NNN=C2)=C1)CNC,28/000000400,"InChI=1S/C16H22N4O/c1-12(10-17-2)5-3-4-6-13-7-14(9-15(21)8-13)16-11-18-20-19-16/h7-9,11,17,21H,1,3-6,10H2,2H3,(H,18,19,20)",C16H22N4O,286.0,3.29,4.35,0.49,19.8,-140.0,2.9915651588937067,1,DRUGLIKE_CONCAT,Druglike_414
C/C=C\CCC1=NC(CO)=C[C@@H](C(=O)O)N1,18/000000004,"InChI=1S/C11H16N2O3/c1-2-3-4-5-10-12-8(7-14)6-9(13-10)11(15)16/h2-3,6,9,14H,4-5,7H2,1H3,(H,12,13)(H,15,16)/b3-2-/t9-/m0/s1",C11H16N2O3,224.0,-0.34,4.35,3.4,16.7,-170.0,4.326144203610349,1,DRUGLIKE_CONCAT,Druglike_415
C=C(COC(=O)CO)CC(=O)C1=NC(NC)=C2C=NNC2=N1,21/000000041,"InChI=1S/C13H15N5O4/c1-7(6-22-10(21)5-19)3-9(20)13-16-11(14-2)8-4-15-18-12(8)17-13/h4,19H,1,3,5-6H2,2H3,(H2,14,15,16,17,18)",C13H15N5O4,305.0,-0.16,4.35,5.78,23.0,-80.0,3.321045677489405,1,DRUGLIKE_CONCAT,Druglike_416
C/C=C/[C@H](O)C1=NC(O)=NC=C1C(=O)O,29/000000231,"InChI=1S/C9H10N2O4/c1-2-3-6(12)7-5(8(13)14)4-10-9(15)11-7/h2-4,6,12H,1H3,(H,13,14)(H,10,11,15)/b3-2+/t6-/m0/s1",C9H10N2O4,210.0,-0.26,4.34,3.97,3.72,-170.0,3.864339651261737,1,DRUGLIKE_CONCAT,Druglike_417
OCC/C=C(/COCC1=CC(F)=CC=C1F)[C@@H]1C=CNN1,1/000000021,"InChI=1S/C15H18F2N2O2/c16-13-3-4-14(17)12(8-13)10-21-9-11(2-1-7-20)15-5-6-18-19-15/h2-6,8,15,18-20H,1,7,9-10H2/b11-2-/t15-/m0/s1",C15H18N2O2F2,296.0,2.09,4.34,6.98,3.58,-150.0,3.9502336144284502,1,DRUGLIKE_CONCAT,Druglike_418
N[C@H](C/C=C/C1=CC(O)=CC=C1I)C1=NON=C1,28/000000287,"InChI=1S/C12H12IN3O2/c13-10-5-4-9(17)6-8(10)2-1-3-11(14)12-7-15-18-16-12/h1-2,4-7,11,17H,3,14H2/p+1/b2-1+/t11-/m1/s1",C12H13N3O2I,358.0,3.38,4.34,6.35,3.58,-150.0,4.471282297816251,1,DRUGLIKE_CONCAT,Druglike_419
NC1=CC=C(N2C=NC(/C=C/CC(=O)O)=N2)C(F)=C1,12/000000026,"InChI=1S/C12H11FN4O2/c13-9-6-8(14)4-5-10(9)17-7-15-11(16-17)2-1-3-12(18)19/h1-2,4-7H,3,14H2,(H,18,19)/b2-1+",C12H11N4O2F,262.0,1.0,4.34,6.88,21.4,-120.0,2.9621723107233553,1,DRUGLIKE_CONCAT,Druglike_420
NC/C=C/C1=CC(N2C=NN=N2)=CC(O)=C1,28/000000032,"InChI=1S/C10H11N5O/c11-3-1-2-8-4-9(6-10(16)5-8)15-7-12-13-14-15/h1-2,4-7,16H,3,11H2/b2-1+",C10H11N5O,217.0,-0.1,4.34,1.85,17.3,-120.0,2.855917371669402,1,DRUGLIKE_CONCAT,Druglike_421
OCC1=CC(CCOC/C=C\CCCCl)=CC(O)=C1,28/000000054,"InChI=1S/C15H21ClO3/c16-6-3-1-2-4-7-19-8-5-13-9-14(12-17)11-15(18)10-13/h2,4,9-11,17-18H,1,3,5-8,12H2/b4-2-",C15H21O3Cl,284.0,2.55,4.34,4.18,3.58,0.0,2.692515610191183,1,DRUGLIKE_CONCAT,Druglike_422
CN(C/C=C\CCCC1=CC(O)=CC(C2=NNN=C2)=C1)C(N)=O,28/000000408,"InChI=1S/C16H21N5O2/c1-21(16(17)23)7-5-3-2-4-6-12-8-13(10-14(22)9-12)15-11-18-20-19-15/h3,5,8-11,22H,2,4,6-7H2,1H3,(H2,17,23)(H,18,19,20)/b5-3-",C16H21N5O2,315.0,2.55,4.34,0.14,23.4,-140.0,3.0539139741572665,1,DRUGLIKE_CONCAT,Druglike_423
C=C(CCO)C1=C(CC(=O)O)C(O)=NO1,3/000000178,"InChI=1S/C9H11NO5/c1-5(2-3-11)8-6(4-7(12)13)9(14)10-15-8/h11H,1-4H2,(H,10,14)(H,12,13)",C9H11NO5,213.0,-0.2,4.33,2.12,4.83,0.0,3.42688427265007,1,DRUGLIKE_CONCAT,Druglike_424
C=CCCCC1=CC(O)=CC(C2=NNN=C2)=C1,28/000000194,"InChI=1S/C13H15N3O/c1-2-3-4-5-10-6-11(8-12(17)7-10)13-9-14-16-15-13/h2,6-9,17H,1,3-5H2,(H,14,15,16)",C13H15N3O,229.0,3.8,4.33,0.82,16.6,-120.0,2.740585891102723,1,DRUGLIKE_CONCAT,Druglike_425
O=C1C=C[C@@H](/C=C/C2=CN=C(CO)C(Br)=C2)N1,13/000000007,"InChI=1S/C12H11BrN2O2/c13-10-5-8(6-14-11(10)7-16)1-2-9-3-4-12(17)15-9/h1-6,9,16H,7H2,(H,15,17)/b2-1+/t9-/m1/s1",C12H11N2O2Br,295.0,0.78,4.33,4.87,2.35,-150.0,3.9626523450676063,1,DRUGLIKE_CONCAT,Druglike_426
OCCC1=NC(CNCCCCC2=CC=NN2)=CN=C1Cl,19/000000014,"InChI=1S/C14H20ClN5O/c15-14-13(5-8-21)19-12(10-17-14)9-16-6-2-1-3-11-4-7-18-20-11/h4,7,10,16,21H,1-3,5-6,8-9H2,(H,18,20)",C14H20N5OCl,309.0,0.63,4.33,5.59,6.77,0.0,2.9108600138747924,1,DRUGLIKE_CONCAT,Druglike_427
O=C1CC(C2=NON=C2C(=O)O)=NN1,4/000000010,"InChI=1S/C6H4N4O4/c11-3-1-2(7-8-3)4-5(6(12)13)10-14-9-4/h1H2,(H,8,11)(H,12,13)",C6H4N4O4,196.0,0.24,4.32,4.45,21.2,-80.0,3.2604569170530846,1,DRUGLIKE_CONCAT,Druglike_428
O=C(OCC1=CN=CN1)C1=CC(O)=C(Cl)C=C1,28/000000477,"InChI=1S/C11H9ClN2O3/c12-9-2-1-7(3-10(9)15)11(16)17-5-8-4-13-6-14-8/h1-4,6,15H,5H2,(H,13,14)",C11H9N2O3Cl,252.0,1.83,4.32,2.43,2.22,-60.0,2.29158196645594,1,DRUGLIKE_CONCAT,Druglike_429
NC[C@@H](N)C1=NC(C/C=C/CC2=NC(N)=C3C=NNC3=N2)=CC=C1,21/000000022,"InChI=1S/C16H20N8/c17-8-12(18)13-6-3-5-10(21-13)4-1-2-7-14-22-15(19)11-9-20-24-16(11)23-14/h1-3,5-6,9,12H,4,7-8,17-18H2,(H3,19,20,22,23,24)/p+1/b2-1+/t12-/m1/s1",C16H21N8,325.0,0.46,4.32,4.05,21.2,-190.0,4.273974670895999,1,DRUGLIKE_CONCAT,Druglike_430
